FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Grin Jean-Pierre,1.0,UDC,UDC,1,False,Jean-Pierre,Grin,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Valeyres-sous-Rances,Vaud,Législatif communal: depuis avril 1967 jusqu'à décembre 1973; Exécutif communal: syndic de Pomy depuis 1994 jusqu'à 2011; Législatif cantonal: depuis 1998 jusqu'à 2007,2011-12-05,2015-11-29,Belmont-sur-Yverdon (VD),1947-03-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2688.jpg
Grin Jean-Pierre,2.0,UDC,UDC,1,True,Jean-Pierre,Grin,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Valeyres-sous-Rances,Vaud,Législatif communal: depuis avril 1967 jusqu'à décembre 1973; Exécutif communal: syndic de Pomy depuis 1994 jusqu'à 2011; Législatif cantonal: depuis 1998 jusqu'à 2007,2015-11-30,2019-12-01,Belmont-sur-Yverdon (VD),1947-03-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2688.jpg
Gross Andreas,1.0,PSS,PSS,2,False,Andreas,Gross,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Kobe,,Legislative der Gemeinde Zürich (Gemeinderat): von 1986 bis 1991; Zürcher Verfassungsrat: von 2000 bis 2005,2011-12-05,2015-11-29,Zurzach (AG),1952-08-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2296.jpg
Gross Andreas,0.0,PSS,PSS,2,False,Andreas,Gross,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Kobe,,Legislative der Gemeinde Zürich (Gemeinderat): von 1986 bis 1991; Zürcher Verfassungsrat: von 2000 bis 2005,2007-12-03,2011-12-04,Zurzach (AG),1952-08-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2296.jpg
Grossen Jürg,1.0,PVL,PVL,7,False,Jürg,Grossen,m,Berne,BE,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Frutigen,Berne,"Mitglied der Kommission Tiefbau, Verkehr und Wasser (TVW) der Gemeinde Frutigen: 2010 bis 2013",2011-12-05,2015-11-29,Kandergrund (BE),1969-08-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2786.jpg
Grossen Jürg,2.0,PVL,PVL,7,True,Jürg,Grossen,m,Berne,BE,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Frutigen,Berne,"Mitglied der Kommission Tiefbau, Verkehr und Wasser (TVW) der Gemeinde Frutigen: 2010 bis 2013",2015-11-30,2019-12-01,Kandergrund (BE),1969-08-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2786.jpg
Grunder Hans,1.0,PBD,PBD,5,False,Hans,Grunder,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Rüderswil,Berne,Präsident Baukommission der Gemeinde: von Januar 1995 bis Dezember 1998; Legislative der Gemeinde: Vizepräsident: von Januar 2003 bis Dezember 2006; Legislative des Kantons: von November 1999 bis November 2007,2011-12-05,2015-11-29,Vechigen (BE),1956-06-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2689.jpg
Grunder Hans,2.0,PBD,PBD,5,True,Hans,Grunder,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Rüderswil,Berne,Präsident Baukommission der Gemeinde: von Januar 1995 bis Dezember 1998; Legislative der Gemeinde: Vizepräsident: von Januar 2003 bis Dezember 2006; Legislative des Kantons: von November 1999 bis November 2007,2015-11-30,2019-12-01,Vechigen (BE),1956-06-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2689.jpg
Grunder Hans,0.0,UDC,UDC,1,False,Hans,Grunder,m,Berne,BE,Conseil national,Non inscrit,-,Union Démocratique du Centre,,Rüderswil,Berne,Präsident Baukommission der Gemeinde: von Januar 1995 bis Dezember 1998; Legislative der Gemeinde: Vizepräsident: von Januar 2003 bis Dezember 2006; Legislative des Kantons: von November 1999 bis November 2007,2007-12-03,2011-12-04,Vechigen (BE),1956-06-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2689.jpg
Grüter Franz,2.0,UDC,UDC,1,True,Franz,Grüter,m,Lucerne,LU,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Lucerne,Lucerne,Kantonsrat des Kantons Luzern: von Juni 2015 bis November 2015,2015-11-30,2019-12-01,Ruswil (LU),1963-07-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3076.jpg
Gschwind Jean-Paul,1.0,PDC,PDC,4,False,Jean-Paul,Gschwind,m,Jura,JU,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Porrentruy,Jura,Député au Parlement jurassien: depuis janvier 2007 jusqu'à novembre 2011; Maire de Courchavon: depuis  janvier 1993 jusqu'à décembre 2004,2011-12-05,2015-11-29,Damphreux (JU),1952-10-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2798.jpg
Gschwind Jean-Paul,2.0,PDC,PDC,4,True,Jean-Paul,Gschwind,m,Jura,JU,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Porrentruy,Jura,Député au Parlement jurassien: depuis janvier 2007 jusqu'à novembre 2011; Maire de Courchavon: depuis  janvier 1993 jusqu'à décembre 2004,2015-11-30,2019-12-01,Damphreux (JU),1952-10-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2798.jpg
Gugger Niklaus-Samuel,2.0,PEV,PEV,8,True,Niklaus-Samuel,Gugger,m,Zurich,ZH,Conseil national,Groupe PDC,C,Parti évangélique suisse,,Udupi,,Legislative der Gemeinde: Gemeinderat Winterthur 2002 bis 2014; Legislative des Kantons: Kantonsrat Zürich 2014 bis 2017,2017-11-27,2019-12-01,Buchholterberg (BE),1970-05-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3115.jpg
Guhl Bernhard,1.0,PBD,PBD,5,False,Bernhard,Guhl,m,Argovie,AG,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Uzwil,St-Gall,Legislative des Kantons (Grossrat): von April 2009 bis März 2012,2011-12-05,2015-11-29,Schlatt (TG),1972-06-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2785.jpg
Guhl Bernhard,2.0,PBD,PBD,5,True,Bernhard,Guhl,m,Argovie,AG,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Uzwil,St-Gall,Legislative des Kantons (Grossrat): von April 2009 bis März 2012,2015-11-30,2019-12-01,Schlatt (TG),1972-06-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2785.jpg
Guldimann Tim,2.0,PSS,PSS,2,False,Tim,Guldimann,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,,2015-11-30,2018-03-14,Lostorf (SO),1950-09-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3077.jpg
Gutjahr Diana,2.0,UDC,UDC,1,True,Diana,Gutjahr,f,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Münsterlingen,Thurgovie,Kantonsrätin: von April 2012 bis Oktober 2017,2017-11-27,2019-12-01,Thunstetten (BE),1984-01-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3117.jpg
Gysi Barbara,1.0,PSS,PSS,2,False,Barbara,Gysi,f,St-Gall,SG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Stadtparlament Wil (SG): von Januar 1997 bis Dezember 2000; Kantonsrat: von September 1999 bis Mai 2000 und von Juni 2004 bis November 2011; Stadtrat (Exekutive) Wil (SG): von Januar 2001 bis Dezember 2012,2011-12-12,2015-11-29,"Buchs (AG),Wil (SG)",1964-05-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3026.jpg
Gysi Barbara,2.0,PSS,PSS,2,True,Barbara,Gysi,f,St-Gall,SG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Stadtparlament Wil (SG): von Januar 1997 bis Dezember 2000; Kantonsrat: von September 1999 bis Mai 2000 und von Juni 2004 bis November 2011; Stadtrat (Exekutive) Wil (SG): von Januar 2001 bis Dezember 2012,2015-11-30,2019-12-01,"Buchs (AG),Wil (SG)",1964-05-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3026.jpg
Gysin Hans Rudolf,0.0,PLR,PLR,3,False,Hans Rudolf,Gysin,m,Bâle-Campagne,BL,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Bâle,Bâle-Ville,"Legislative der Gemeinde: Einwohnerrat von 1979 bis 1985, Legislative des Kantons: Landrat von 1979 bis 1988",2007-12-03,2011-12-04,Arisdorf (BL),1940-12-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2077.jpg
Haab Martin,2.0,UDC,UDC,1,True,Martin,Haab,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Mettmenstetten,Zurich,Kantonsrat Zürich,2019-06-03,2019-12-01,"Meilen (ZH),Mettmenstetten (ZH)",1962-05-03,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3134.jpg
Häberli-Koller Brigitte,0.0,PDC,PDC,4,False,Brigitte,Häberli-Koller,f,Thurgovie,TG,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Wetzikon (ZH),Zurich,Exekutive der Gemeinde: von Januar 1996 bis Mai 2003; Legislative des Kantons: von Juni 1996 bis November 2003,2007-12-03,2011-12-04,Münchenbuchsee (BE),1958-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2600.jpg
Hadorn Philipp,1.0,PSS,PSS,2,False,Philipp,Hadorn,m,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Grenchen,Soleure,Exekutive der Gemeinde (Gemeinderat): von Juni 1997 bis Juli 2011; Legislative des Kantons (Kantonsrat): von Februar 2006 bis November 2011,2011-12-05,2015-11-29,Forst (BE),1967-02-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2792.jpg
Hadorn Philipp,2.0,PSS,PSS,2,True,Philipp,Hadorn,m,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Grenchen,Soleure,Exekutive der Gemeinde (Gemeinderat): von Juni 1997 bis Juli 2011; Legislative des Kantons (Kantonsrat): von Februar 2006 bis November 2011,2015-11-30,2019-12-01,Forst (BE),1967-02-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2792.jpg
Haller Ursula,0.0,UDC,UDC,1,False,Ursula,Haller,f,Berne,BE,Conseil national,Groupe BD,BD,Union Démocratique du Centre,,Berne,Berne,Legislative der Gemeinde (Stadtrat): von Januar 1987 bis Dezember 1998; Exekutive der Gemeinde (Gemeinderat): seit Januar 1999; Legislative des Kantons (Grosser Rat): von Juni 1990 bis Mai 1998 (Präsidentin: 1997/1998),2007-12-03,2011-12-04,"Zurich (ZH),Lugano (TI),Hasle b. Burgdorf (BE)",1948-11-04,,
Haller Vannini Ursula,1.0,PBD,PBD,5,False,Ursula,Haller Vannini,f,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Berne,Berne,Legislative der Gemeinde (Stadtrat): von Januar 1987 bis Dezember 1998; Exekutive der Gemeinde (Gemeinderat): seit Januar 1999; Legislative des Kantons (Grosser Rat): von Juni 1990 bis Mai 1998 (Präsidentin: 1997/1998),2011-12-05,2014-11-23,"Zurich (ZH),Lugano (TI),Hasle b. Burgdorf (BE)",1948-11-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2496.jpg
Hämmerle Andrea,0.0,PSS,PSS,2,False,Andrea,Hämmerle,m,Grisons,GR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Pratval,Grisons,Exekutive der Gemeinde: 1970 bis 1973; Legislative des Kantons: Mai 1989 bis Mai 1994,2007-12-03,2011-12-04,"Pratval (GR),Oberhelfenschwil (SG)",1946-11-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2298.jpg
Hany Urs,0.0,PDC,PDC,4,False,Urs,Hany,m,Zurich,ZH,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Zurich,Zurich,Exekutive der Gemeinde: März 1990 bis März 2002; Legislative des Kantons: März 2002 bis August 2006,2007-12-03,2011-12-04,"Niederhasli (ZH),Winterthur (ZH)",1955-10-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2659.jpg
Hardegger Thomas,1.0,PSS,PSS,2,False,Thomas,Hardegger,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Legislative des Kantons (Kantonsrat): von April 2001 bis November 2011; Gemeinderat Rümlang: von April 2002 bis März 2006; Gemeindepräsident: seit April 2006,2011-12-05,2015-11-29,"Gams (SG),Rümlang (ZH)",1956-04-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2763.jpg
Hardegger Thomas,2.0,PSS,PSS,2,True,Thomas,Hardegger,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Legislative des Kantons (Kantonsrat): von April 2001 bis November 2011; Gemeinderat Rümlang: von April 2002 bis März 2006; Gemeindepräsident: seit April 2006,2015-11-30,2019-12-01,"Gams (SG),Rümlang (ZH)",1956-04-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2763.jpg
Häsler Christine,1.0,PES,PES,6,False,Christine,Häsler,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Unterseen,Berne,,2015-06-08,2015-11-29,"Wilderswil (BE),Lütschental (BE)",1963-01-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3051.jpg
Häsler Christine,2.0,PES,PES,6,False,Christine,Häsler,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Unterseen,Berne,,2015-11-30,2018-05-28,"Wilderswil (BE),Lütschental (BE)",1963-01-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3051.jpg
Hassler Hansjörg,1.0,PBD,PBD,5,False,Hansjörg,Hassler,m,Grisons,GR,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Donat,Grisons,Exekutive der Gemeinde (Gemeindepräsident): von Januar 1987 bis Dezember 1996; Legislative des Kantons (Grossrat): von Mai 1994 bis April 2000,2011-12-05,2015-11-29,"Donat (GR),Maladers (GR)",1953-09-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2497.jpg
Hassler Hansjörg,0.0,UDC,UDC,1,False,Hansjörg,Hassler,m,Grisons,GR,Conseil national,Groupe BD,BD,Union Démocratique du Centre,,Donat,Grisons,Exekutive der Gemeinde (Gemeindepräsident): von Januar 1987 bis Dezember 1996; Legislative des Kantons (Grossrat): von Mai 1994 bis April 2000,2007-12-03,2011-12-04,"Donat (GR),Maladers (GR)",1953-09-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2497.jpg
Hausammann Markus,1.0,UDC,UDC,1,False,Markus,Hausammann,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Münsterlingen,Thurgovie,Legislative des Kantons: von Dezember 1995 bis Juni 2006; Exekutive der Gemeinde Langrickenbach: von Juni 1987 bis Mai 2011,2011-12-05,2015-11-29,"Langrickenbach (TG),Altnau (TG)",1964-09-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3002.jpg
Hausammann Markus,2.0,UDC,UDC,1,True,Markus,Hausammann,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Münsterlingen,Thurgovie,Legislative des Kantons: von Dezember 1995 bis Juni 2006; Exekutive der Gemeinde Langrickenbach: von Juni 1987 bis Mai 2011,2015-11-30,2019-12-01,"Langrickenbach (TG),Altnau (TG)",1964-09-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3002.jpg
Heer Alfred,0.0,UDC,UDC,1,False,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,2007-12-03,2011-12-04,Glaris (GL),1961-10-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2690.jpg
Heer Alfred,1.0,UDC,UDC,1,False,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,2011-12-05,2015-11-29,Glaris (GL),1961-10-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2690.jpg
Heer Alfred,2.0,UDC,UDC,1,True,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,2015-11-30,2019-12-01,Glaris (GL),1961-10-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2690.jpg
Heim Bea,1.0,PSS,PSS,2,False,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,2011-12-05,2015-11-29,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",1946-04-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2601.jpg
Heim Bea,2.0,PSS,PSS,2,True,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,2015-11-30,2019-12-01,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",1946-04-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2601.jpg
Heim Bea,0.0,PSS,PSS,2,False,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,2007-12-03,2011-12-04,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",1946-04-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2601.jpg
Herzog Verena,1.0,UDC,UDC,1,False,Verena,Herzog,f,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Winterthur,Zurich,"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013",2013-03-04,2015-11-29,"Homburg (TG),Winterthur (ZH)",1956-02-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3033.jpg
Herzog Verena,2.0,UDC,UDC,1,True,Verena,Herzog,f,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Winterthur,Zurich,"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013",2015-11-30,2019-12-01,"Homburg (TG),Winterthur (ZH)",1956-02-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3033.jpg
Hess Lorenz,1.0,PBD,PBD,5,False,Lorenz,Hess,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Berne,Berne,"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001",2011-12-05,2015-11-29,Berne (BE),1961-06-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2799.jpg
Hess Lorenz,2.0,PBD,PBD,5,True,Lorenz,Hess,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Berne,Berne,"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001",2015-11-30,2019-12-01,Berne (BE),1961-06-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2799.jpg
Hess Erich,2.0,UDC,UDC,1,True,Erich,Hess,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Dürrenroth,Berne,Legislative des Kantons Bern (Grosser Rat): Mitglied; Justizkommission des Grossen Rates: Mitglied; Stadtrat Bern; Mitglied,2015-11-30,2019-12-01,Dürrenroth (BE),1981-03-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3078.jpg
Hess Hermann,2.0,PLR,PLR,3,False,Hermann,Hess,m,Thurgovie,TG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Frauenfeld,Thurgovie,Mitglied des Grossen Rates (Legislative) des Kantons Thurgau:  2012-2015,2015-11-30,2017-11-26,Amriswil (TG),1951-12-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3079.jpg
Hiltpold Hugues,0.0,PLR,PLR,3,False,Hugues,Hiltpold,m,Genève,GE,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Zurich,Zurich,Législatif cantonal: depuis novembre 2001 jusqu'à novembre 2007,2007-12-03,2011-12-04,Carouge (GE),1969-05-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2691.jpg
